content,score,Label
parah lu aplikasi parah. masak udah di upgred ke premium dah bolak balik transaksi bisa giliran dah isi saldo mau kirim gk bisa harus di upgred lgi. giliran mau di upgred lgi gk bisa terus. .sampre sekarang pun tetep sama gk bisa jga .vangke bener,1,Negatif
"Nggak bsa buka ada pemberitahuan nomr anda sudah terdaftar atas nama orang lain, priksa kmbali nmr anda, pdhal nmer ini slalu ada di HP ak, nggak ad yg tau, tp knp ad pemberitahuan kya gtu, payah dana,,,,,",5,Positif
"Sangat mengecewakan transfer uang ke bank tujuan tapi tidak masuk uang nya , tidak ada tindak lanjuti masih tetap di proses tapi gak tau sampai kapan di prosesnya .. mohon kembalikan uang karena uang nya sedang di butuhkan !!",1,Negatif
"Useful, aplikasi yg bermanfaat adakala aplikasinya bug sehingga transaksi terganggu semoga kedepan bisa lebih baik karena aplikasi ini sangat membantu terutama masyarakat kalangan menengah ke bawah",4,Positif
Tolong dong diperbaiki masa saya upgrade gagal terus ...saldo saya ga bisa diambil kalau gagal terus upgrade premium CS nya kurang respon dan ga cepet tanggap ga ada tanggapan dari CS DANA,1,Negatif
Akun ini sungguh mengecewakan....hati2 apa bila dapat wa uang kaget dan dikirimi link....jangan di buka nanti saldo anda bsa terkuras dengan cara transfer dana padahal gak ada yang transfer.....padahal udah di sandi pin knpa bisa di bajak....akun yang kurang aman,1,Negatif
Apk dana bagus cuman ada yg kurang kalo bisa apk dana itu ada fitur untuk menghapus riwayat pengiriman dan riwayat kotak masuk. Biar semua privasi terjaga,1,Negatif
"Apk bobrok, isi saldo gak masuk2 Costumer service nya lelet banget gk ada live chat nya, katanya di tunggu 2-3hari. Udah di tunggu 1 minggu malah gk ada jawaban Hapus aja nih aplikasi dari playstore,",1,Negatif
Kak isi dibawah 50 dikenakan biaya admin 500 sebaiknya dikenakan saat banking bukannya tahu2 saldo saya berkurang. Itu ga fair karena ga ada oemberitahuan sebelumnya setelah isi saldo baru diberi tahu. Jadi saya mau kirim ke rekening lain pun menjadi kurang 500rupiah.,2,Negatif
"Sudah di isi saldo dikira sudah bisa dipake ternyata masih harus di upgrade ke premium, lah emang kalo aplikasi yg belum premium guna nya buat apa. Sudah coba masuk ke premium persyaratan udah lebih dari persyaratan buka rekening bank. Waktu tunggu 3-5 hari buka akun bank aja cuma 3-5 jam. Kelamaan ambil persetujuan",1,Negatif
Semakin kesini semakin kacau..sering sekali saya terhambat dalam hal transaksi mau itu top up maupun transfer...top up berhasil namun saldo tidak bertambah..transfer berhasil saldo berkurang tp tidak sampe ke rek tujuan..chat diana tanggapan nya kurang efektif,5,Positif
"Aplikasi scam mode jaman now, uda disuruh reset pin disuruh nunggu,sudah 3 hari ditunggu belum juga ada balasan. Nominal memang ngga seberapa buat saya, tapi kalau hal sepele seperti itu saja anda abaikan berarti disitulah kepercayaan dari para pemakai anda akan hilang 1/1.",1,Negatif
"Terima saldo cepat,kirim saldo lambat...sampai sekarang saldo sya hilang.suruh nunggu 24 jam,setelah 24 jam suruh nunggu lagi 5 hari untuk proses pengembalian dana.bikin kapok aja transaksi keuangan pakai dana....",1,Negatif
"Tolong lah sya lupa pin saya, masa untuk ubh/reset harus di persulit, tahun ini apk dana sangat tidak bagus, malahan yg bagus di tahun 2021,di 2023 hancur total",1,Negatif
saya hapus lg aplikasi nya. ga membantu mau foto ktp aja susah karna foto ktp nya udh ga jelas padahal yg penting nomor nik nya. Apalagi e ktp sekarang kan kualitas foto nya gampang memudar . Saya ganti aplikasi lain aja deh,1,Negatif
"Kirim uang dari dana ke rekening tujuan bank neo commerce , di DANA dibuatnya transaksi berhasil, di cek di history/ mutasi bank neo commerce gaada masuk sama sekali, saldo di rekening gaada bertambah sama sekali, mohon di proses secepatnya jangan bikin kecewa pengguna/user DANA, Thanks",1,Negatif
Aplikasi dana udah kagak benar sinyal saya bagus kouta banyak setiap ada DUIT masuk ke dana buka aplikasi nya jadi lemot dan berat banget saya mengalami hal seperti ini udah lama. Hari tgl 12 mei 2023 ada DUIT masuk ke dana dan ini DUIT penting dan harus di putar lagi dari sekarang malah aplikasi nya lemot dari subuh sampe siang gini blm bisa transaksi apapun dan saldo saya juga tidak terlihat dan tidak bertambah padahal ada bukti yang udah masuk ke dana. Mending aplikasi nya saya copot,1,Negatif
"Saya pengguna dana setia merasa kecewa,karena sering transaksi melalui aplikasi ini setiap harinya namun tidak mendapatkan fitur dana paylater!!!!",1,Negatif
"Aplikasi dana makin kesini jadi makin engga jelas ya, transfer dari semalam sampai siangpun belum bisa, dan masih di proses!!",1,Negatif
"Berapa kaki Saya daftar selalu tidak bisa padahal ada uang masuk di aplikasi dana saya,tapi setelah saya daftar selalu tidak bisa kenapa ini,berapa kali pun saya email ke admin dana ga respon ya,,kecewa asli",1,Negatif
"sangat"" kecewa dgn dana .. transaksi berhasil tapi uang nya gak ada.. udh bikin laporan berkali kali tapi tidak ada solusi sama sekali.. cs nya juga gak berguna.. giliran d coba trf dgn nominal kecil langsung masuk.. tapi yg nominal besar gak masuk.. apk taiii .. pencuri",1,Negatif
Aplikasi apa an... Ga bisa Upgrade ke premium.. Di suruh coba lagi.. Terus gagal.. Gitu gitu terus di suruh nunggu 10 menit lah besok lagi aja lah... Tp tetap ga ada hasil.. Di live chat ga respon.... Lebih baik uninstall ha-ha-ha,1,Negatif
bayar belanjaan di Tokopedia biasa lancar ini malah ga jelas. status menunggu terus udh 1hari. ga ada penjelasan.. saldo gantung entah balik apa ngga. makin ksini tambah parah dana,1,Negatif
"Aku turunin lg bintang nya , mau komplain perihal uang yang salah masuk ke no lama yang sdh tdk aktif , tapi gak ada kemajuan sama sekali , udh kirim semua data dn bikin akun dana baru tapi msh gak ada kemajuan , udh hampir 3bln loh ini .. Uang 1jt niat nya buat bayar rumah sakit malah di persulit bikin akun dana baru",1,Negatif
"Apaan aplikasi yg memudahkan yang ada tu aplikasi yg mempersulit mana gak bisa dipake udah terlanjur top up lagi pas mau di transfer uangnya malah gak bisa harus premium katanya udah coba segala cara udah ngikutin arahan malah makin gak bisa di gunain,,",1,Negatif
"Skip banget dah ini apk , banyak banget bugnya sampe duit ilang , lah w transaksi gak ada riwayat nya tapi gagal n dananya terpotong , lawak banget sekali 2 kali mah toleran , ini 4 kali , di chat ke cs nya sama sekali ngga membantu , csnya gk guna",1,Negatif
"Udah lama jadi user dana dan sebelum nya baik² aja tanpa ada keluhan, tapi baru kali ini ngalamin transfer buruk, di aplikasi DANA sudah terkirim tapi di REK.Tujuan belum masuk.",1,Negatif
"Mengecewakan,pembayaran gagal padahal lagi penting ,udh nyoba update dana tetep nggak bisa karena masalah keamanan minimal kalo ada masalah keamanan sedianin fitur verifikasi lah ginikan jadi gw yang repot mana harus nunggu",1,Negatif
"Aplikasi Buruk sekali pelayanan, masak topup pun saldo gk masuk, terus hubungi call center nya malah di matikan sambungannya. Jangan pernah kalian download aplikasi jelek ini woy.",1,Negatif
Customer service nya lemot may KONFIRMASI salah pin aja sampai detik ini tidak ada tindaakan padaahal saya saldo yg ada di dana kelanjutannya blm tau ini harus ngadu kemana lagi mana uang nya butuh bgt bagai mana mau masuk ke aplikasi baru masuk udh klik lupa pin masih aja di arah kan ke diana ga ada solusi,1,Negatif
"Nyesal Sudah Pakai DANA, uang 180rb pun diambil, kok Bisa saldo saya dipakai untuk pembayaran google tantan, sementara saya tidak pernah download tantan, Akun DANA saya juga sudah saya kunci dengan aman jadi tidak ada satu orangpun yang tau sandinya, Ini kok tiba tiba ada pembayaran ke google tantan, Saya REFUND pun gk dikembalikan, HATI HATI AJA SALDO KALIAN DIAMBIL DANA!!",1,Negatif
"Parah ini aplikasi saya komplain udah lama gak ada responnya,mang banyak banget yang komplain ya. Komplai via email balasannya. Hi Bapak/ Ibu Nurmansyah, Terima kasih telah menghubungi Customer Care DANA. Pertanyaan anda dengan ID Tiket: (26637973) telah diterima. Kami memahami bahwa Bapak/Ibu memerlukan pelayanan yang cepat, akan tetapi saat ini kami mengalami lonjakan email yang kami terima, yang berdampak terhadap waktu penyelesaian masalah yang kemungkinan akan menjadi lebih lama.",1,Negatif
"Ini gimana cerita nya min? trnsksi Gagal Qris gagal Login ulang ga bisa ,dsuruh Update pas d update sama aja Ga bisa d suruh kirim pesan lwt email, tp ga respon tolong ,sldo saya didalam dana bagaimana ini?",1,Negatif
"saya mau cepat ngirim,katanya sistem sedang sibuk,habis itu saya coba lagi,'anda telah beberapa kali nge cek',katanya..kan tolol,gk kepake,,,auto pindah....",1,Negatif
Bug ter konyol dari aplikasi ini. 1. Sehabis mengirim bukannya back ke menu utama tapi malah ke isi nominal baru 2.nomor asal asalan pun masih bisa di lanjutkan ntah apa yg terjadi jika di masukin pasword. Biasanya di apk2 lain langsung ada penberitahuan nomor tidak diketahui atau tidak terdaftar. 3.lambat disaat mau transfer melebihi kesabaran yang berakibat disuruh isi nominal ber ulang2 kali 4.kalah jauh sama aplikasi sebelah yang super cepat dan tdk memiliki bug konyol seperti di apk ini.,1,Negatif
"Saya bayar PDAM saldo berkurang tulisannya order berhasil tp tagihan masih ada, lalu saya bayar lg lewat aplikasi shopee sudah berhasil d bayar, tp saldo di DANA tidak balik lg, saya kapok pakai aplikasi ini, komplen DIANA tidak ada jawaban, aplikasi tidak bertanggung jawab.",1,Negatif
Katanya aplikasi bagus ko bisa bisanya motong dana sendiri tanpa se persetujuan dari pemilik Dana. Padahal udah pake data data lengkap dan PIN. Bisa bisanya dana melakukan pembelian sendiri. Apalagi saya udah 3x ngalamin begini,1,Negatif
"Mending kalo Transfer itu bayar normal aja gak usah pake acara program transfer gratis segala,kalo ujung2nya eror terus.jgn maksain kalo belum benar2 mampu gratisin.",2,Negatif
"Aplikasi ga berguna, internet lancar buka aplikasi ngelag banget. Top up masuk 10 menit kemudian, buat bayar parkir aja makan waktu 15 menit, Minimal tf juga gede banget 20ribu, Pantes kaga laku nih aplikasi. Kalo ada bintang minus gua kasih ini minus Nama aplikasi doang dana tapi aplikasi ga berguna chuaaaks,",1,Negatif
"Transaksi bayar tagihan ga berhasil, tapi uang udah kepotong. Uangnya ga balik ke saldo DANA udah 1 minggu lebih. Udah bikin laporan, sampe seminggu lebih gak selesai², kena spam email dari penipu yg ngaku dari pihak DANA banyak banget abis kasih rating di aplikasi, parah banget.",1,Negatif
Transaksi pulsa saja tidak bisa saldo terpotong pulsa tidak masuk . Klo dulu bagus pelayanan cepat suda 3 hari tidak perna masuk pulaanya jangan terlalu percaya dengan dana,1,Negatif
"Mau TF di suruh uptade ke dana premium, sudah coba update berkali"" tapi tidak bisa, di suruh hub custumor service tapi gak tau gimana caranya..mohon solusinya..",2,Negatif
Pengalaman yg sangat merugikan karena saya isi e-money lewat dana dari tgl 30 April 2023 sampai saat ini saldonya belum masuk ke e-money saya dan saldo di aplikasi dana saya pun tidak bertambah . Saya sudah komplain ke cs sudah email juga tapi hanya disuruh nunggu sampai saat ini padahal saya sudah jelasin sedetail mungkin dan sudah kirim data yg diminta cs tapi tidak ada kepastian kapan dana saya balik !!!,1,Negatif
"makin kesini makin ga jelass!!! Bikin kesel mulu, kesalahan jaringan mulu padahal mah wifi nya lancar di pake buat yg lain lancar giliran buat transaksi dana serve ga jelas. Tolong ya di perbaiki. BIKIN DARAH TINGGI KALO GINI MULU",1,Negatif
Baru pertama nyoba dana terus aku langsung isi saldo gak tahu kalo mau diambil harus premium dulu. Dan saya rasa perifikasinya sangat susah.. untung nya aku ngisi saldo nya cma 200 ribu doang . Sumpah sangat ribet upgrade premiumnya. Poto gak jelas lah segala macem.,1,Negatif
"Slalu terjadi pwmotongan asuransi otomatis tanpa persetujuan, polis otomatis disetujui padahal saya tdk pernah mencentang option apapun!, terjadi penganktipan protection asuransi scara otomatis, tp tdk bisa dihentikan! Amat sangat mengganggu mending gk usah diisi lagi",1,Negatif
Kok tiap pembayaran di aplikasi lain ngestuck mlu yah...apalagi kalau terburu buru kek lemot gitu apk nya padahal jaringan bagus² mau pake wifi tetep sama ngestuck apk dana nya mohon di perbaiki...,2,Negatif
Buruk aplikasi afk masa sukses top up tidak ada saldo yg bertambah. Aplikasi aneh sekarang dana duit kecil juga di embat.,1,Negatif
Mau tarik tunai...system error sibuk dan tidak bisa...aneh nih dana....woy perbaiki dong... Semua saran dari developer sudah kita rurutin tp masih tetap tidak bisa...rugi deh nyimpen uang di sini...takut waktu ngambil nggak bisa...aneh aplikasinya,1,Negatif
"Mengecewakan sekarang makin ke sini makin buruk . . Top up saldo , di rekening sukses tapi saldo gk masuk udah lapor tapi gak ada respon . . Aplikasi penipuan berkedok dompet digital !!!",1,Negatif
"Saya kasih bintang 1 saja alasannya karena masalah aplikasi ini cukup merepotkan konsumen,transfer uang dari aplikasi dana ini sering gagal dan lelet ke bank2 yg ingin di transfer,transfer uang berhasil tetapi uang belum masuk ke rekening bank konsumen....tolong untuk diperbaiki kesalahan2 seperti ini sangat merepotkan pemakai aplikasi",1,Negatif
"Halo Dana, kalau bisa ada fitur untuk menghapus nomor id saat kita mengisi token listrik, biasa nya numpuk tuh nomor-nomor yang pernah di isi kalo bisa di adakan fitur hapus riwayat nomor.",4,Positif
"Aneh udah top up ke dana ,malah mau updrage ke premium malah susah ,chat ke customer servis,malah chat sama robot. Sekelas e-wallet bukanya mempermudah malah jadi sulit .kocakk",1,Negatif
"Kecewa banget sma aplikasi ini. Tiba"" Akun aku di hack setelah pengaduan dikirim lewat email untuk tindak lanjutan disuru isi ini itu ini itu sudah di isi malah pelayanan'x lama banget. Rempong banget padahal cuma minta akun di balikin atau paling ndak akun di bekukan soal'x di dalam situ kan pake data pribadi kita. Kok bisa sih ngak aman banget kek bgitu dengan gampang'x di hack org.Sudah pake data pribadi, gampang ke hack lemot pula pelayanan'x. Aplikasi bobrok",1,Negatif
"Sudah 4 hari saya selalu mencoba Upgrade, tetapi tidak bisa. Klik bantuan, saya kirim data saya, KTP, kk, ijazah, tetap juga tidak bisa. Sudah saya email, juga tidak ada respon. Bagaimana ini? Aplikasi Taiiiii",1,Negatif
"Pelayanan keluhan sangat buruk, transaksi status dari tanggal 6 sampe tanggal 10 tidak ada perubahan, dimintain refund ga ada tanggepan, top up sekarang juga kepotong 500 e wallet terburuk sepanjang masa, lebih mending cs judi online dari pada cs dana, yang jawab robot terus ga guna",1,Negatif
"apk dana bnr"" jlk bgt masa mau daftar premium ga bisa boro"" mau upgrade baru ngeklik tulisan upgrade aja dah tulisan gagal melakukan verifikasi karena pertimbangan resiko ktnya mohon hubungi CS tapi dah aku cht melalui diana dan email aja sma sekli ga ada tanggapan lalu saya harus hubungi siapa kalau seperti ini",1,Negatif
"Dana Saya Tiba Tiba Log out, Tapi Ketika Log in kembali Ada pemberitahuan Harus Update ke versi Terbaru, padahal di playstore tidak ada update, bagaimana ini ? Saya jadi tidak bisa bertransaksi",2,Negatif
"Aplikasi sampah membingungkan pengguna, akun sudah upgrade dan terverifikasi tapi satu minggu kemudian tiba² akun dinyatakan verifikasi gagal. Sampah.",1,Negatif
"JELEK & BURUK penyelesaian masalahnya, isi etol lebih dari 300 ribu tidak masuk saldo terpotong, sudah 4 bulan tidak di kembalikan , lapor sudah 5 kali lebih bahkan, solusinya selalu live chat, live chat. tidak jelas",1,Negatif
Dana ini mempersulit bukan mempermudah.... Saat saya mau transaksi di suruh update ke dana peremiom pas mau upgrade nggak bisa alasan kendala Poto E-KTP nggak cocok sama scen wajah terus di biyarin nggak ada bantuan..apaan aplikasi kaya gini,1,Negatif
"Aman banget sih di pake transaksi, dan mudah banget buat di pakai untuk pembayaran online . Minusnya pas buka apk kadang lemot harus keluar dulu baru masuk lagi biar lancar",5,Positif
Akun saya dibekukan secara sepihak tanpa konfirmasi alasan keamanan sdgkn masih ada saldo yg di saving untuk pembayaran. Minta dibukain pembekuan berkali2 nelpon ngabisin pulsa gk di buka jga berhari2! Ini CS yg gk bisa bukain akun atau sengaja sih berkali2 cuma ngirim email yg sma,1,Negatif
"upgrade dana premium gagal terus menerus padahal saya merasa sudah melengkapi dokumen dengan benar tidak ada blur sama skali. Tolong pihak dana di permudah untuk upgrade dana premium,Terimakasih🙏.",1,Negatif
