userName,content
Elisa Mirayana,"Kecewa sama aplikasi dana, bertahun-tahun pakai ga ada masalah sama sekali giliran topup nominal besar saldo tidak masuk ke akun dana, terus coba top up lagi dgn nominal 20rb masuk, saldo mbanking sudah berkurang, sudah chat via email sama diana lewat akun dana juga sangat lama responnya 🥺🥺 uang yg untuk nabung tp ga masuk bgtu aja kita harus ngadu kmna kalo semua sudah dihubungi tp tak direspon??? Tlp ke 1500445 no tidak terdaftar, tolong pelayanan dipercepat karna uang itu berhargaaa🙏🙏"
Bobby Orlando,"DANA dulu lebih baik daripada sekarang, Sering terjadinya error berkaca pengalaman teman2 saya, membuat saya tidak percaya lagi dgn aplikasi ini, mulai dari topup yg tidak kunjung ada , sampai transfer ke bank pun bermasalah ... Intinya aplikasi ini sudak tidak nyaman kala top up diatas 1 jt ... Saya user lama, pertama dana muncul di playstore ... Sejatinya bnyak kejadian2 ini terjadi update terkini, Bukannya bikin nyaman malah bikin was2 dan hilang kepercayaan . Enakan DANA dulu,"
anton lambang,"penting untuk menjaga keamanan data, tapi nyatanya saya tidak bisa bertransaksi dgn sumber kartu kredit/ debit, termasuk juga fitur simpan kartu, yg paling parah saya tidak bisa akses aplikasi selalu minta pin dianggap pin salah dan jika di klik lupa pin notifikasi yg muncul adalah diminta hubungi CS, telp 1500445 tidak bisa dihubungi, Kendala sudah terjadi sejak akhir tahun lalu sampai sekarang, sudah lapor beberapa kali via ig fb live chat tidak ada solusi, yg ada fraudster telp saya"
stay Bantey77,"Sangat tidak membantu untuk pengaduannya low respon banget . PT digital gede masih bisa kayak gini Top up saldo GK masuk"" Bukti ada komplit bos Coba langsung cek ke akun dana gw .masuk apa enggak itu top up .bukti udh di kirim beberapa kali .TPI low respon banget kinerja nya"
Chintya Ronsumbre,"Saya pengguna dana sdh sangat lama. Tapi akhir2ini saya kaget dana ada PPN nya jadi males malah gede banget lagi. Blm lagi TF ke bank/sesama pengguna. Ditambah lemot, sering gagal login. Tlg di perbaiki"
Pujia Agustina,Ga tau deh kenapa ga bisa upgrade ke dana premium. Kenapa selalu gagal pas upgrade. Nyari solusi ke pusat bantuan sesalu di balas oleh robot 🤦🏻‍♀️🤦🏻‍♀️
Andre Dinata,"Ini kenapa dari awal aman2 saja,dari upgrade premium balik non premium lagi,malah d upgrade gagal terus ,mau penarikan/transer d suruh upgrade,csnya pun g menanggapi ,perbaiki donk"
Stwn• Jodi,"Tolong dong pihak dana tambahin opsi login via email, jangan via no telp aja, resiko via no telp lebih bahaya, soalnya kalau kartu hilang susah login nya. tolong ditambahin opsi nya ya"
Alfan Budi,"Kenapa stelah d update kok malah kwalitas nya menurun. Waktu saya login skrng kok tambah susah, stelah Verifikasi kok malah kembali lgi k halaman login atau kdang malah stug. Mohon untuk developer nya d perbaiki lagi"
Asti Putri Cania Della,"saya menyeselal download apk dana ga bisa di gunakan padahal ada saldonya , kenapa si saya mau daftar dana premium susah banget gagal terus apa emang sengaja biar uang nya buat kalian . coba buktikan perbaiki masalah ini ! jangan d persulit jadi nya saya ga bisa transfer"
Arik koclok,parah lu aplikasi parah. masak udah di upgred ke premium dah bolak balik transaksi bisa giliran dah isi saldo mau kirim gk bisa harus di upgred lgi. giliran mau di upgred lgi gk bisa terus. .sampre sekarang pun tetep sama gk bisa jga .vangke bener
Nizam Motor,"Nggak bsa buka ada pemberitahuan nomr anda sudah terdaftar atas nama orang lain, priksa kmbali nmr anda, pdhal nmer ini slalu ada di HP ak, nggak ad yg tau, tp knp ad pemberitahuan kya gtu, payah dana,,,,,"
Neli Lisniati Akmalia,"Sangat mengecewakan transfer uang ke bank tujuan tapi tidak masuk uang nya , tidak ada tindak lanjuti masih tetap di proses tapi gak tau sampai kapan di prosesnya .. mohon kembalikan uang karena uang nya sedang di butuhkan !!"
Ade Nursyarip,"Useful, aplikasi yg bermanfaat adakala aplikasinya bug sehingga transaksi terganggu semoga kedepan bisa lebih baik karena aplikasi ini sangat membantu terutama masyarakat kalangan menengah ke bawah"
Denox,Tolong dong diperbaiki masa saya upgrade gagal terus ...saldo saya ga bisa diambil kalau gagal terus upgrade premium CS nya kurang respon dan ga cepet tanggap ga ada tanggapan dari CS DANA
Dani Mardiyansyah,Akun ini sungguh mengecewakan....hati2 apa bila dapat wa uang kaget dan dikirimi link....jangan di buka nanti saldo anda bsa terkuras dengan cara transfer dana padahal gak ada yang transfer.....padahal udah di sandi pin knpa bisa di bajak....akun yang kurang aman
Alin Marliyani,Apk dana bagus cuman ada yg kurang kalo bisa apk dana itu ada fitur untuk menghapus riwayat pengiriman dan riwayat kotak masuk. Biar semua privasi terjaga
Rdevotee 19,"Apk bobrok, isi saldo gak masuk2 Costumer service nya lelet banget gk ada live chat nya, katanya di tunggu 2-3hari. Udah di tunggu 1 minggu malah gk ada jawaban Hapus aja nih aplikasi dari playstore,"
Saras Wati,Kak isi dibawah 50 dikenakan biaya admin 500 sebaiknya dikenakan saat banking bukannya tahu2 saldo saya berkurang. Itu ga fair karena ga ada oemberitahuan sebelumnya setelah isi saldo baru diberi tahu. Jadi saya mau kirim ke rekening lain pun menjadi kurang 500rupiah.
Yusup Muhtar,"Sudah di isi saldo dikira sudah bisa dipake ternyata masih harus di upgrade ke premium, lah emang kalo aplikasi yg belum premium guna nya buat apa. Sudah coba masuk ke premium persyaratan udah lebih dari persyaratan buka rekening bank. Waktu tunggu 3-5 hari buka akun bank aja cuma 3-5 jam. Kelamaan ambil persetujuan"
Romy Firmanda,Semakin kesini semakin kacau..sering sekali saya terhambat dalam hal transaksi mau itu top up maupun transfer...top up berhasil namun saldo tidak bertambah..transfer berhasil saldo berkurang tp tidak sampe ke rek tujuan..chat diana tanggapan nya kurang efektif
Rangga Kencana,"Cs nya susah di hubungi, komplain via app yg bales cuma bot, via tlp susah nyambung nya, di email ga di bales2, tolong perbaiki"
Idael Ansyah,"Aplikasi scam mode jaman now, uda disuruh reset pin disuruh nunggu,sudah 3 hari ditunggu belum juga ada balasan. Nominal memang ngga seberapa buat saya, tapi kalau hal sepele seperti itu saja anda abaikan berarti disitulah kepercayaan dari para pemakai anda akan hilang 1/1."
toni montana,"Terima saldo cepat,kirim saldo lambat...sampai sekarang saldo sya hilang.suruh nunggu 24 jam,setelah 24 jam suruh nunggu lagi 5 hari untuk proses pengembalian dana.bikin kapok aja transaksi keuangan pakai dana...."
Marcelo Antonio,"Tolong lah sya lupa pin saya, masa untuk ubh/reset harus di persulit, tahun ini apk dana sangat tidak bagus, malahan yg bagus di tahun 2021,di 2023 hancur total"
openg dores,saya hapus lg aplikasi nya. ga membantu mau foto ktp aja susah karna foto ktp nya udh ga jelas padahal yg penting nomor nik nya. Apalagi e ktp sekarang kan kualitas foto nya gampang memudar . Saya ganti aplikasi lain aja deh
Ricardo Sihotang,"Kirim uang dari dana ke rekening tujuan bank neo commerce , di DANA dibuatnya transaksi berhasil, di cek di history/ mutasi bank neo commerce gaada masuk sama sekali, saldo di rekening gaada bertambah sama sekali, mohon di proses secepatnya jangan bikin kecewa pengguna/user DANA, Thanks"
Ahmad Maldini,Aplikasi dana udah kagak benar sinyal saya bagus kouta banyak setiap ada DUIT masuk ke dana buka aplikasi nya jadi lemot dan berat banget saya mengalami hal seperti ini udah lama. Hari tgl 12 mei 2023 ada DUIT masuk ke dana dan ini DUIT penting dan harus di putar lagi dari sekarang malah aplikasi nya lemot dari subuh sampe siang gini blm bisa transaksi apapun dan saldo saya juga tidak terlihat dan tidak bertambah padahal ada bukti yang udah masuk ke dana. Mending aplikasi nya saya copot
ahmad fadhli rozzaq,"Saya pengguna dana setia merasa kecewa,karena sering transaksi melalui aplikasi ini setiap harinya namun tidak mendapatkan fitur dana paylater!!!!"
Teddi Fadillah,"Aplikasi dana makin kesini jadi makin engga jelas ya, transfer dari semalam sampai siangpun belum bisa, dan masih di proses!!"
Cecep Gunawan,"Berapa kaki Saya daftar selalu tidak bisa padahal ada uang masuk di aplikasi dana saya,tapi setelah saya daftar selalu tidak bisa kenapa ini,berapa kali pun saya email ke admin dana ga respon ya,,kecewa asli"
Dimas 111,"sangat"" kecewa dgn dana .. transaksi berhasil tapi uang nya gak ada.. udh bikin laporan berkali kali tapi tidak ada solusi sama sekali.. cs nya juga gak berguna.. giliran d coba trf dgn nominal kecil langsung masuk.. tapi yg nominal besar gak masuk.. apk taiii .. pencuri"
Bud Budiman,Aplikasi apa an... Ga bisa Upgrade ke premium.. Di suruh coba lagi.. Terus gagal.. Gitu gitu terus di suruh nunggu 10 menit lah besok lagi aja lah... Tp tetap ga ada hasil.. Di live chat ga respon.... Lebih baik uninstall ha-ha-ha
Alif Kalem,bayar belanjaan di Tokopedia biasa lancar ini malah ga jelas. status menunggu terus udh 1hari. ga ada penjelasan.. saldo gantung entah balik apa ngga. makin ksini tambah parah dana
Sabila Sabila,"Aku turunin lg bintang nya , mau komplain perihal uang yang salah masuk ke no lama yang sdh tdk aktif , tapi gak ada kemajuan sama sekali , udh kirim semua data dn bikin akun dana baru tapi msh gak ada kemajuan , udh hampir 3bln loh ini .. Uang 1jt niat nya buat bayar rumah sakit malah di persulit bikin akun dana baru"
HEGA ENTERTAINMENT,"kenapa dana sekarang suka pending nya lama dan suka gagal transaksi apalagi pembelian kuota atau pulsa suka gagal terus, tolong perbaiki agar nyaman kembali saat di pakai."
Novita Irene,"Apaan aplikasi yg memudahkan yang ada tu aplikasi yg mempersulit mana gak bisa dipake udah terlanjur top up lagi pas mau di transfer uangnya malah gak bisa harus premium katanya udah coba segala cara udah ngikutin arahan malah makin gak bisa di gunain,,"
Mohamad Fatur Ramdan,"Skip banget dah ini apk , banyak banget bugnya sampe duit ilang , lah w transaksi gak ada riwayat nya tapi gagal n dananya terpotong , lawak banget sekali 2 kali mah toleran , ini 4 kali , di chat ke cs nya sama sekali ngga membantu , csnya gk guna"
Ujg ismat,"Udah lama jadi user dana dan sebelum nya baik² aja tanpa ada keluhan, tapi baru kali ini ngalamin transfer buruk, di aplikasi DANA sudah terkirim tapi di REK.Tujuan belum masuk."
ZxCV 3700,"Mengecewakan,pembayaran gagal padahal lagi penting ,udh nyoba update dana tetep nggak bisa karena masalah keamanan minimal kalo ada masalah keamanan sedianin fitur verifikasi lah ginikan jadi gw yang repot mana harus nunggu"
Raihan Maulana,"Aplikasi Buruk sekali pelayanan, masak topup pun saldo gk masuk, terus hubungi call center nya malah di matikan sambungannya. Jangan pernah kalian download aplikasi jelek ini woy."
Okte Riani,Customer service nya lemot may KONFIRMASI salah pin aja sampai detik ini tidak ada tindaakan padaahal saya saldo yg ada di dana kelanjutannya blm tau ini harus ngadu kemana lagi mana uang nya butuh bgt bagai mana mau masuk ke aplikasi baru masuk udh klik lupa pin masih aja di arah kan ke diana ga ada solusi
Irvan Maulana,"Nyesal Sudah Pakai DANA, uang 180rb pun diambil, kok Bisa saldo saya dipakai untuk pembayaran google tantan, sementara saya tidak pernah download tantan, Akun DANA saya juga sudah saya kunci dengan aman jadi tidak ada satu orangpun yang tau sandinya, Ini kok tiba tiba ada pembayaran ke google tantan, Saya REFUND pun gk dikembalikan, HATI HATI AJA SALDO KALIAN DIAMBIL DANA!!"
Nurmansyah,"Parah ini aplikasi saya komplain udah lama gak ada responnya,mang banyak banget yang komplain ya. Komplai via email balasannya. Hi Bapak/ Ibu Nurmansyah, Terima kasih telah menghubungi Customer Care DANA. Pertanyaan anda dengan ID Tiket: (26637973) telah diterima. Kami memahami bahwa Bapak/Ibu memerlukan pelayanan yang cepat, akan tetapi saat ini kami mengalami lonjakan email yang kami terima, yang berdampak terhadap waktu penyelesaian masalah yang kemungkinan akan menjadi lebih lama."
QK Channel,"Ini gimana cerita nya min? trnsksi Gagal Qris gagal Login ulang ga bisa ,dsuruh Update pas d update sama aja Ga bisa d suruh kirim pesan lwt email, tp ga respon tolong ,sldo saya didalam dana bagaimana ini?"
Nathan Thulus simbolon,"saya mau cepat ngirim,katanya sistem sedang sibuk,habis itu saya coba lagi,'anda telah beberapa kali nge cek',katanya..kan tolol,gk kepake,,,auto pindah...."
martabak rasa mie caluk,Bug ter konyol dari aplikasi ini. 1. Sehabis mengirim bukannya back ke menu utama tapi malah ke isi nominal baru 2.nomor asal asalan pun masih bisa di lanjutkan ntah apa yg terjadi jika di masukin pasword. Biasanya di apk2 lain langsung ada penberitahuan nomor tidak diketahui atau tidak terdaftar. 3.lambat disaat mau transfer melebihi kesabaran yang berakibat disuruh isi nominal ber ulang2 kali 4.kalah jauh sama aplikasi sebelah yang super cepat dan tdk memiliki bug konyol seperti di apk ini.
Nia Sumiati,"Saya bayar PDAM saldo berkurang tulisannya order berhasil tp tagihan masih ada, lalu saya bayar lg lewat aplikasi shopee sudah berhasil d bayar, tp saldo di DANA tidak balik lg, saya kapok pakai aplikasi ini, komplen DIANA tidak ada jawaban, aplikasi tidak bertanggung jawab."
Muhamad Muhamad,Katanya aplikasi bagus ko bisa bisanya motong dana sendiri tanpa se persetujuan dari pemilik Dana. Padahal udah pake data data lengkap dan PIN. Bisa bisanya dana melakukan pembelian sendiri. Apalagi saya udah 3x ngalamin begini
Bambang Mulyono,"Mending kalo Transfer itu bayar normal aja gak usah pake acara program transfer gratis segala,kalo ujung2nya eror terus.jgn maksain kalo belum benar2 mampu gratisin."
Ade Alfauzi,"Aplikasi aneh,,saya tidak melakukan transaksi,tapi ada notifikasi transaksi berhasil. Saran aja kalau melakukan transaksi harus dengan OTP yang ke no yang terdaftar,biar lebih aman."
Deski Ahmad Maulana,"Aplikasi ga berguna, internet lancar buka aplikasi ngelag banget. Top up masuk 10 menit kemudian, buat bayar parkir aja makan waktu 15 menit, Minimal tf juga gede banget 20ribu, Pantes kaga laku nih aplikasi. Kalo ada bintang minus gua kasih ini minus Nama aplikasi doang dana tapi aplikasi ga berguna chuaaaks,"
Reti,"Transaksi bayar tagihan ga berhasil, tapi uang udah kepotong. Uangnya ga balik ke saldo DANA udah 1 minggu lebih. Udah bikin laporan, sampe seminggu lebih gak selesai², kena spam email dari penipu yg ngaku dari pihak DANA banyak banget abis kasih rating di aplikasi, parah banget."
Don Dablo,Transaksi pulsa saja tidak bisa saldo terpotong pulsa tidak masuk . Klo dulu bagus pelayanan cepat suda 3 hari tidak perna masuk pulaanya jangan terlalu percaya dengan dana
Desy Putri,"Saya baru isi saldo tapi buat tf gabisa, buat top up gabisa, padahal kemaren kemaren lancar aja, tolong dong segera diperbaiki, padahal app paling okee kalo buat online nan tapi makin kesini makin gak okee"
Erni Susanti,"Mau TF di suruh uptade ke dana premium, sudah coba update berkali"" tapi tidak bisa, di suruh hub custumor service tapi gak tau gimana caranya..mohon solusinya.."
ani harniyati,Pengalaman yg sangat merugikan karena saya isi e-money lewat dana dari tgl 30 April 2023 sampai saat ini saldonya belum masuk ke e-money saya dan saldo di aplikasi dana saya pun tidak bertambah . Saya sudah komplain ke cs sudah email juga tapi hanya disuruh nunggu sampai saat ini padahal saya sudah jelasin sedetail mungkin dan sudah kirim data yg diminta cs tapi tidak ada kepastian kapan dana saya balik !!!
Alzena Zahira,"makin kesini makin ga jelass!!! Bikin kesel mulu, kesalahan jaringan mulu padahal mah wifi nya lancar di pake buat yg lain lancar giliran buat transaksi dana serve ga jelas. Tolong ya di perbaiki. BIKIN DARAH TINGGI KALO GINI MULU"
URANG LEMBUR,Baru pertama nyoba dana terus aku langsung isi saldo gak tahu kalo mau diambil harus premium dulu. Dan saya rasa perifikasinya sangat susah.. untung nya aku ngisi saldo nya cma 200 ribu doang . Sumpah sangat ribet upgrade premiumnya. Poto gak jelas lah segala macem.
Tata Tabhita,"Slalu terjadi pwmotongan asuransi otomatis tanpa persetujuan, polis otomatis disetujui padahal saya tdk pernah mencentang option apapun!, terjadi penganktipan protection asuransi scara otomatis, tp tdk bisa dihentikan! Amat sangat mengganggu mending gk usah diisi lagi"
OctavID 10,Kok tiap pembayaran di aplikasi lain ngestuck mlu yah...apalagi kalau terburu buru kek lemot gitu apk nya padahal jaringan bagus² mau pake wifi tetep sama ngestuck apk dana nya mohon di perbaiki...
Agung subhan,Buruk aplikasi afk masa sukses top up tidak ada saldo yg bertambah. Aplikasi aneh sekarang dana duit kecil juga di embat.
Ahmad Ridho,Mau tarik tunai...system error sibuk dan tidak bisa...aneh nih dana....woy perbaiki dong... Semua saran dari developer sudah kita rurutin tp masih tetap tidak bisa...rugi deh nyimpen uang di sini...takut waktu ngambil nggak bisa...aneh aplikasinya
